06.07.2032	7000.82	599.72	7600.55	72962.05
06.08.2032	7053.33	547.22	7600.55	65908.72
06.09.2032	7106.23	494.32	7600.55	58802.49
06.10.2032	7159.53	441.02	7600.55	51642.96
06.11.2032	7213.22	387.32	7600.55	44429.74
06.12.2032	7267.32	333.22	7600.55	37162.41
06.01.2033	7321.83	278.72	7600.55	29840.58
06.02.2033	7376.74	223.80	7600.55	22463.84
06.03.2033	7432.07	168.48	7600.55	15031.77
06.04.2033	7487.81	112.74	7600.55	7543.97
06.05.2033	7543.97	56.58	7600.55	0.00
